	Name_neighbourhood_group	neighbourhood_group	Name_neighbourhood	neighbourhood	Name_room_type	room_type	Name_bed_type	bed_type	Name_risk_rating	risk_rating	Name_cancellation_policy	cancellation_policy	neighbourhood_group	neighbourhood	room_type
6197	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6198	West Region	4	Clementi	9	Private room	2	Real Bed	4	Low risk	1	flexible	0	4	9	2
6199	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	27	0
6200	Central Region	0	Museum	19	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	19	0
6201	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	29	3
6202	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	4	0
6204	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	4	0
6205	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	moderate	1	0	23	2
6206	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	moderate	1	0	23	2
6207	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	4	0
6208	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	3
6209	Central Region	0	Outram	23	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	23	3
6210	Central Region	0	Outram	23	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	23	3
6211	Central Region	0	Outram	23	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	23	3
6212	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6213	Central Region	0	Marine Parade	18	Private room	2	Real Bed	4	High risk	0	moderate	1	0	18	2
6214	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	23	0
6215	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6216	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6217	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6218	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6219	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6220	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6221	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6222	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	29	0
6223	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	4	0
6224	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	2
6225	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	0
6226	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6227	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	2
6228	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	18	0
6229	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6230	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6231	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6232	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
6233	West Region	4	Clementi	9	Private room	2	Real Bed	4	Low risk	1	moderate	1	4	9	2
6234	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6235	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6236	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6238	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	flexible	0	0	21	0
6239	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	2
6240	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	moderate	1	0	4	2
6241	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6242	Central Region	0	River Valley	28	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	2
6243	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	27	0
6244	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
6245	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
6246	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	4	0
6247	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
6248	Central Region	0	Marine Parade	18	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	2
6249	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	0
6250	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	0
6251	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	moderate	1	0	23	2
6252	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6253	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	moderate	1	0	23	2
6254	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6255	Central Region	0	Museum	19	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	19	0
6256	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	29	3
6257	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6258	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	moderate	1	0	11	2
6259	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6260	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6261	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6262	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6263	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6264	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6265	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6266	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6267	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6268	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6269	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
6270	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6271	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6272	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	4	0
6273	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	4	0
6274	West Region	4	Bukit Batok	3	Private room	2	Real Bed	4	High risk	0	flexible	0	4	3	2
6275	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	29	3
6276	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	29	3
6277	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	29	3
6279	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6280	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6281	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6282	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6283	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6284	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6285	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6286	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6287	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6288	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
6289	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6290	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6291	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6292	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6293	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6294	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6295	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6296	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	20	0
6297	Central Region	0	Museum	19	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	19	0
6298	Central Region	0	Museum	19	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	19	0
6299	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6300	Central Region	0	Museum	19	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	19	0
6301	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	flexible	0	0	28	2
6302	North-East Region	3	Ang Mo Kio	0	Private room	2	Real Bed	4	High risk	0	moderate	1	3	0	2
6303	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6304	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6305	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	18	0
6306	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6307	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6308	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6309	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6310	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6311	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	20	0
6312	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6313	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6315	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6316	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6317	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6318	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6319	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6320	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
6321	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6322	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	29	0
6323	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	28	0
6324	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	2
6325	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6327	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
6328	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6329	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6330	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6331	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	4	0
6332	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6333	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	Low risk	1	flexible	0	3	12	2
6334	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6335	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6336	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	10	0
6337	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
6338	West Region	4	Bukit Batok	3	Private room	2	Real Bed	4	High risk	0	moderate	1	4	3	2
6339	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6340	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
6341	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	27	2
6342	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6343	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
6345	Central Region	0	Toa Payoh	38	Private room	2	Real Bed	4	High risk	0	moderate	1	0	38	2
6346	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	High risk	0	moderate	1	3	12	2
6347	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6348	Central Region	0	Geylang	11	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	3
6349	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6350	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	11	2
6351	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6352	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6353	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6354	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6355	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6356	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6357	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	flexible	0	0	4	2
6358	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6359	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
6360	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6361	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
6362	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6363	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6364	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6365	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6366	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6367	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	27	0
6368	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6369	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6370	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6371	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6372	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6373	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6374	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6375	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6376	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6377	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	37	0
6378	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6379	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6380	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	37	0
6381	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	0
6382	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6383	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	6	2
6384	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6385	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	flexible	0	1	1	2
6386	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6387	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
6388	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
6389	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
6390	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6391	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6392	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6393	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6394	North Region	2	Sembawang	30	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	2	30	2
6395	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6396	North Region	2	Sembawang	30	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	2	30	2
6397	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6398	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6399	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6400	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6401	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6402	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6403	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6404	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6405	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6406	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6407	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6408	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
6409	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6410	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6411	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6412	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
6413	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	0
6414	West Region	4	Jurong East	13	Private room	2	Real Bed	4	High risk	0	flexible	0	4	13	2
6415	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	2
6416	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	13	0
6417	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	2
6419	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6420	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	4	13	0
6421	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	29	3
6422	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
6424	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6425	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	1	1	0
6426	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	2
6427	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
6428	Central Region	0	Kallang	15	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	3
6430	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	11	2
6431	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
6432	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	27	0
6433	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	27	0
6434	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6435	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	2
6436	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6437	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
6438	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6439	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
6440	North Region	2	Woodlands	40	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	2	40	2
6441	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6442	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
